Comment,Sentiment;;
i own a remarkable 2 and that feeling surreal to hold was the same thing i felt when i got it its great for anyone wanting a device to write with for school and so much thinner and easier to carry around than a notebook or binder especially since you can import and export pdfs for downloading and submitting assignments online,positive;;
man i love how he went from a smartphone focused creator to just all inventions overall this is incredible keep it up arun ,positive;;
thankyou for the effort you put into your videos you spend thousands on each video just for your fans respect ,positive;;
that desk pc is now on my bucket list ,positive;;
i love the fact that you put hilarious search histories at 233 this is the kind of content youtubers need to make keep up the good work ,positive;;
install raid for free  iosandroidpc and get a special starter pack  available only for the next 30 days this is the best iphone accessory in 2022  like these wallpapers download them here  iphone 14 magsafe accessories ,positive;;
in spite of the huge upgrades especially for the pro models it would be interesting to see how many will upgrade to the iphone 14 lineup given that the iphone 13 lineup is as popular as ever,positive;;
honestly can’t wait for the camera testing you do on the pros as a iphone 8 user anything will be an improvement though lol,positive;;
i’ve been holding out cause i just felt it wasn’t worth upgrading but with everything coming to the 14 pro and the diminishing battery on my current iphone x it might be time to retire my phone after 5 years,neutral;;
definitely upgrading from my 12 pro max to the 14 pro max ill get at least half the cost of the new phone back with trade in major upgrade in battery camera and the screen,positive;;
in my opinion the 13 mini is the best phone ever made seems i’m in a minority but it’s brilliant,positive;;
eh i’m sticking with my 13 pro max until probably the 15 or 16 the cameras on the 14 pros are literally the biggest worthwhile change this year imo,positive;;
im going to wait for the scheduled iphone 15 pro which will be scheduled to release in october 2023 if everything goes to plan it is expected to have a usb c port and faster charging like the iphone 14 series this is what really matters for me,positive;;
im getting the pro been using the 12 pro max since it came out and i think its too big for one hand use,neutral;;
i might upgrade from my 11 pro to the 14 max i guess i don’t care enough to spend the money on the pro max but i want the bigger display and better battery life,positive;;
the information is easily digestible thanks,positive;;
i think we need to have period support with a gynecologist next  im dying to answer some period health questions,neutral;;
this guy is so professional and has such a calm aura about him exactly what i would like my doctor to have,positive;;
this guy is just wonderful i like that sense of humor in a doctor dr what is wrong with me yes,positive;;
i had a great time with these questions thanks wired ,positive;;
109 ‘no just you’ actually got me i love how they choose professionals with such great fun and easy going personalitiesit makes science a little less nerdy,positive;;
seriously how are these weird topics so engaging probably the professionals they feature but this is a fantastic series,positive;;
as someone with ulcerative colitis im glad to see gastrointestinal issues being put on the spotlight as well as a specialist educating people on this taking care of yourself before it becomes chronic is key,positive;;
had the pleasure of working at the same practice as dr iroku during his time in nc he truly is just as nice in person as he appears in this video so nice to see a familiar face,positive;;
dr iroku has nailed perfect balance of being fun and informative while remaining professional perfect for this series,positive;;
reminder do not fall for the fake telegram and whatsapp accounts trying to have you claim a prize through texting them its fake and a scam i personally contact the winners through my official account only,negative;;
this was one of the best cool tech episodes in a while wow that pocket operator was awesome and i dont even make music,positive;;
120 led message panel 244 8k4k hdmi 21 switcher 357 womier phantom keyboard 617 pocket operator 852 behringer um2 audio interface,neutral;;
i used to have that audio interface 1010 for those who wanna switch from a usb mic to xlr great choice of items this month frank ,positive;;
love those pocket operators never heard of them until this video and now ive done a ton of research on em lol would like to pick one up someday thanks for bringing this dope tech to our attention good sir,positive;;
that led message board is super cool so many options for use love watching your videos and seeing all of the cool affordable tech,positive;;
love the wormier keyboard i have a full size keyboard and the compact option looks amazing and will be a better fit for my small desk,positive;;
i love how theres infinite possibilities that you can do with the pocket operator would love to pick up one of those for exploring it,positive;;
my favorite cool tech gadget in this episode was definitely the audio interface as i am starting to get into the streaming world great episode and for the amazing content,positive;;
gotta say this is one of the best episodes of the series in a while i actually think every single one of these things would be something id go out to buy especially the led sign i finally am picking back up my plan to build my own pc and the flexibility of the sign adds a lot of well flexibility on how i want my endgame to turn out,positive;;
teachers there are no stupid questions wolfgang puck well tracey thats a stupid question,negative;;
hes a nice fun guy he told my dad at an event my dad was cooking at that he had never seen so many steaks cooked so perfectly so quickly and its one of his favorite memories we have a signed picture with him and my parents in it d,positive;;
he seems like such a fun person omg “keep calm and smoke a joint” “let me teach you english” “tracy that’s a stupid question” “idk what school you’re going to but maybe you should change schools” im dead,neutral;;
idk if this was intentional but i really like how he said “practice makes better” rather than “practice makes perfect”,positive;;
“have a drink or smoke a joint” thanks chef i’ll do both,positive;;
if you settle a lemon a great cheesecake and a chocolate soufflé in a circle and chant restauranteur three times in a mirror wolfgang puck will appear behind you,neutral;;
i think its kinda cool that elizabeth haigh sent the tweet about nervous breakdowns the same month she opened her restaurant and now that her question is being answered she has a michellin star,positive;;
i like that he mentioned the omelette thing many years ago i took culinary classes when i considered trying to become a chef and an instructor i had emphasized the importance of a good omelette for restaurant interviews glad to know i wasnt led astray in that,positive;;
i can’t wait to put edible flowers all over my morning cheerios,positive;;
i love how hes wearing a bracelet that says allergic to stupidity,positive;;
the price of todays bikes is absolutely bonkers doesnt make any sense whatsoever if you compare it to motorcycles or even cars,negative;;
the price of the roadgoing kawasaki really tells how overpriced the push bikes are,negative;;
fun fact about horsepower its the amount of power a horse can sustain for an entire day so a galloping horse actually has 15 horsepower,positive;;
i love and ride both types of two wheeled transportation  gcntech your talking my language,positive;;
another great video two  thumbs up i know little to nothing about about motorcycle riding nevertheless the gcn team once again has brought another layer to overall world of cycling which for me makes even more interesting wishing the best for scott his team ,positive;;
this was a fascinating look at something i love by some genuinely interested people i will add that you can build a significantly cheaper race bike for a lower key series and still have fun on the track i have a minitwin which is relatively cheap to run but a friend of mine has a litre plus missile and every time he crashes it it costs about £5k and six months at least to fix however i far prefer long adventure rides to whizzing around the track all of which you can do on a minitwin ,positive;;
next week on battle of the tech hank vs golden retriever,neutral;;
you left off the most important consideration how many bottle holders do you have,neutral;;
hopefully you were able to interview some of the riders who train on bicycles,neutral;;
as a lapsed superbike obsessive it always bothered me hearing gcn call top road bikes superbikes now i mostly watch cycling and im used to it,negative;;
hanging onto my 8t for now curious to see what oneplus does after the 10 overall coz the 9 10 didnt move me they keep constantly moving from what made them great with each variant  the oneplus 6 being their last great phone,positive;;
i’ve always wondered what it’s like for a tech reviewer to be constantly switching phones would love to see a how i set up my phone from a tech reviewer type video or something similar,neutral;;
i’m waiting for the oneplus 10s or p or q,positive;;
pretty happy with the oneplus 9 camera is killer for sunny days on the beach the oneplus carbon fiber case makes it feel excellent in the hand,positive;;
oneplus have been making some solid looking hardware these days that being said it does feel like they have been sort of trying to become the next samsung with the number of phones that they have been launching,positive;;
you are the only youtuber who compared these two phones for the first time thank you so much ,positive;;
always here for u chris mad respect,positive;;
oppo did oneplus so dirty  heart breaks for oneplus fans rip oxygen os and oneplus,negative;;
man oneplus is in the wrong direction after carl pei left from flagship killer to forgettable company,negative;;
depends on the company lol my company was on a hiring freeze from 20212022 and now is hiring software engineers en masse,neutral;;
nice one zoe great job keep us up to date on the latest computer programming news great job ,positive;;
lots of profit negative tech startup companies with an over abundant of overpaid employees…honestly who hasn’t seen this coming,negative;;
its just usual trimming of the fluff when excess liquidity is withdrawn its important to do it before you get to the down rounds that way vcs can decide which baby chicks to feed and which ones to shove out of the nest,neutral;;
what slowdown lol it was abnormally fast and now with the recession vcs realized many of these startups aren’t profitable so they laid off people the big ones are still hiring and tech adoption isn’t nearly as much for it to slow down anytime soon,negative;;
i work in cybersecurity it hasn’t slowed down much because you can’t just stop securing your systems,neutral;;
slow hirings may be caused by a rapid rising labor cost in hi tech ind,negative;;
thats really a problem with service economy most tech companies dont even produce a nail they do things that are intangible you cay easily live without them if netflix goes down i am sure there will not be any catastrophic event if some manufacturing companies goes down lets say the one that makes baby formula it could trigger a panic,negative;;
startups and bitcoin tech definitely hiring freeze at big tech companies maybenah you still get regular churnovers that free up positions especially now where ppl switch jobs every 2 yrs can you imagine a world without amazon google microsoft what are ppl gonna do switch to linux and roll with libra office and vim,neutral;;
good video as usual ,positive;;
the future of tech is looking more and more amazing,positive;;
the future of tech is soo beautiful,positive;;
good day future tech i noticed your excellent video and am impressed with your amazing sharing on products wed love to collab on a new product experience were working on what would be the best email to contact you,positive;;
could coolper become the average new yorker’s dream hmm make that every ‘coffee lover’ can’t help but notice pixy’s here again a nice hands free it is,positive;;
641 russell westbrook need this ,neutral;;
30meters per hour jezus i might just walk ps please include rough prices,neutral;;
enjoyed your video and i gave it a thumbs up for the support of your channel,positive;;
209 so im guessing when you make an ad for your product do you really want a guy sleeping right in the middle with an it is what it is pillow lol while everyone else is having fun 237 and that blistering scooter speed of 030 meters per hour i think you meant kilometers per hour all in all pretty cool stuff i like the coolper i can really see that taking off huupe seems to be novelty i can imagine the horror as soon as someone forgets there is a tv there and slams a ball only to shatter the device lol the life straw actually works ive seen several science channels take pond water and view it under a microscope then filter it and view it again it really does work but it does not filter out chemicals in the water just microparticles and microbes,positive;;
im over this channel because 90 of the products they feature in their videos are on kickstarter and honestly at this point they should change the name from kick starter to never starter lol im just saying as im also laughing my butt off because that was hella funny and its also hella true and yes it was also hella shady as well sorry i couldnt help myself anyway back to my point because trust me its a really good point and just in case youre still laughing let me get you back on track so like i said 90 of the products featured on this channel and its sister channel or products that are on kickstarter and about 80 to 90 of the products on kickstarter never even make it to market thats right you read that correct and my numbers are correct because i did my research so basically this channel future tech and its sister channel the future is now both channels are useless because over 90 of the products that they show you you will never ever be able to purchase so basically honestly its a waste of everybodys youtube time unless you like looking at videos that feature products and gadgets that will never come to market and that you will never be able to purchase seriously on being funny and sarcastic but also serious because honestly im so over it and im over this channel thats why i have unsubscribe and im telling everybody else to unsubscribe so have you unsubscribed please everybody unsubscribe because at this point in time future tech and the future is now and all those channels that display products that are on kickstarter and the keyword here is display because basically all the products are prototypes that are on display and the public will never be able to buy them because they will never come to market oh kickstarter oops im sorry i mean never starter oh my god im sorry i couldnt help myself because its still so funny lol  but like i said these products never end up going to market and never end up being sold so this whole useless channel is a waste of my time and your time and everybody elses time okay now guess what times up so goodbye and remember everybody please do yourself a big favor and unsubscribe,positive;;
awesome,positive;;
this lady is awesome her voice makes my throat hurt but i could watch her for hours,positive;;
for all people after covid who want their smell back i did exactly what she described but went a step further and tried to smell back first smells i used to hate or made me want to puke i feel that it trully helped getting my smell back faster the hate in our brain is a true booster it just triggers something xd please let me know if it worked for you too wishing all a speed recovery 3,positive;;
it still blows my mind that companies have entire teams deciding whether or not a flavor is going to appeal to the masses and yet somehow swedish fish flavored oreos were still greenlit,negative;;
interesting note real wasabi is difficult to cultivate and package and ship it also grows only in a specific riverbank environment which makes real wasabi expensive and in low supply when young real wasabi is a bit sweet not spicy the wasabi that comes with your sushi dinner in america it is most often just horseradish with green food coloring this greendyed horseradish replacing actual wasabi is known in the food world as an ersatz or a replica food,neutral;;
that “section of the tongue” theory is so funny to me because it’s what i was taught as a fact in my high school anatomy class and i was trying to test that out on my own and never could i would always taste every flavor no matter where it was in my mouth i have never heard anyone say it wasn’t true so it’s cool to hear now,positive;;
this woman is unbelievably amazing i want a phd in taste and i want her to be my professor i’m a lawyer and after this one video i’m prepared to quit and pursue taste ,positive;;
what she said about the packaging affecting the taste is so true i always think delivery pizza smells so good and it’s the pizza in the cardboard box that makes it smell amazing just not the same without the box ,positive;;
when i was a kid in kindergarten we did an experiment with that old fake five flavors taste zones thing and i never got it i could always taste everything on every part of my tongue i felt vindicated like two decades later when it came out that that was horsecrap but i cant exactly go rub it in my kindergarten teachers face can i,negative;;
the amount of people wired gets to interview is amazingall of them has the passion of the kinds of job they r doing idk if job is the right word to use when ua doing something what u love,positive;;
also the amount of carbonation to syrup isnt set in the soda machines and can be changed a soda with more carbonation is a dry soda a restaurant i loved would mix their own rootbeer syrup and you could ask for it to be a dry or sweet whichever was your preference,positive;;
maybe its because i know shes an audiologist but she annunciates everything beautifully and speaks with an even sound level like she clearly works with the hearing impared to naturally say every sound in a word to be heard as easily as possible,positive;;
i’m so glad she talked about how hearing aids are more complicated than just a mic and speaker as someone who has had two of them since i’ve been four i’ve had to explain that so many times also having automatic bluetooth ears is super cool,positive;;
my doctor also told me that our ears are selfcleaning but when i pressured her for some offtherecord advice she finally conceded that if i really really felt the need to clean inside my ear canal i could go ahead and use my elbows i just adore my doctor,positive;;
brilliant wellspoken wellenunciated and a welcoming and animated face great video i learned a lot,positive;;
the way i was hyped to to this i was born with hearing loss so i had to see many audiologist in my life so far people like her made my life so much easier her talking about hearing aids and clearing up misconceptions or even spreading knowledge made me smile ear to ear,positive;;
about earplugs at concerts there are a variety of frequencybalanced earplugs that protect your hearing while preserving the sound quality of the music eargasm and hearos are a couple of examples i highly recommend them,positive;;
as someone who has been to many loud concerts and been in infantry combat and is now nearing 60 you should wear hearing protection whenever you can same as sun protection for skin and sun glasses for your eyes,neutral;;
honestly my main take away is that ive been saying tinnitus wrong my whole life,negative;;
loved this as someone who previously studied to be an audiologist in the past also just love all of the expert answers videos on this channel thanks wired and dr emily,positive;;
this was super fascinating although the part about the ear drum being able to self repair was the most surprising to me,positive;;
the universal hate for printers is what unites humanity,negative;;
i suddenly gained immense amount of respect for dyson after watching this,positive;;
im just shocked and saddened that theyve ignored the most significant vacuum cleaner advance the retractable cord,negative;;
you know you’ve made it in life when you can wear glasses like that with absolute conviction,positive;;
james dyson is actually giving really good advice here a lot of these types of qas give really generic advice,positive;;
its a printer lol doesnt even matter what kind of printer everyone can relate,neutral;;
probably the best interviewanswers so far he leaps off the screen with his eloquent and articulate manner it is very apparent that he is simply a genius,positive;;
this was so entertaining i had no idea the person behind dyson was a true genuine and passionate inventor and to see him speak so nicely about independent designers and the unfair problems they face was amazing,positive;;
james dyson makes legendary household appliances like vacums and hair dryers also james dyson loves his cast aluminum pencil sharper the little things in life,positive;;
i really wish we could see his full answers i imagine this was a much longer video that had to be edited down release the directors’ cut,neutral;;
your videos make my weekend it is something perfect that i can watch with my 4yearold what we have lunch and it distracts him because his mom is leaving to work your videos honestly are lifesavers thank you,positive;;
for the 50th video you should let austin choose a box  ,neutral;;
858 i got the remarkable as a note takingplanner its has a great design really lightweight and better than carrying a note book or two subscription depending who you are are a hit a miss,positive;;
must admit that new mx master mechanical keyboard looks and sounds great thinking of getting myself one of them now,positive;;
this man really does love gundam respect,positive;;
man the grid studios is my favorite tech that is definitely something to get i got it on my christmas list this year i like the remarkable until i see the price tag thats the remarkable part they can get away with selling it for prices that rival apple products,positive;;
jay had whole lotta energy on this video ,positive;;
as per usual your unboxing videos make me happy actually all of them thanks again,positive;;
i’ve been looking at those remarkable tablets for a few years now i just can’t justify the price when i can carry an old school notebook lol,neutral;;
thank you for the amazon voucher great content as always,positive;;
hey by popular demand i made a list of all cool tech under 50 products from the last 3 years archived so you can see it all on 1 page,positive;;
my favorite product was definitely the wireless desk charger hope i can finally win one of these love your videos frank keep up the great work,positive;;
on the wireless phone charger i could see installing it under the wood in your nightstands if you have the right kind of furniture for the job also the echo dot stand is super cute definitely made me think of portal turrets too definitely my favorite,positive;;
loved the “invisible” charger would definitely contribute to keeping my clean,positive;;
wow that wireless desk charger is insanely cool i would love one of those,positive;;
this channel is actually really cool instead of being just a kickstarter compilation these are all actual product reviews going to watch a few more before subscribing but so far extremely good channel,positive;;
this might be the best episode of this series ever so many great ideas,positive;;
the charger was my favorite the hidden feature is cool but what i really like is the easy under the desk installation that also saves space,positive;;
what an awesome video i love to see new affordable products come out this makes me wonder why certain tech devices have such an immense shelf price if more technology can be produced at cheaper costs there may be some advancement in the asking price from many everydayused devices such as laptops or desktops,positive;;
i love wireless setups and the wireless charger is always a bonus thanks for the best content as always,positive;;
oh imagine when they get those sound wave extinguishers in giant sizes to catch the forest fires real quick the people animals and homes saved would be amazing not to mention the forests as well what a brilliant invention ,positive;;
that fire extinguisher could potentially be attached to drones to put out lightning strike fires and prevent future forest fires,neutral;;
imagine we could just buy a sized sheet of film like a screen protector then place it on any window or surface we like such as a mirror bench top or car windscreen and then be able to utilise it like a touch screen  would be more practical than buying an expensive mirror,positive;;
in my opinion despite my fascination for the topic an exoskeleton is a an autonomous robot built around the human shape with the purpose of giving its pilot haha a sense of being superior while executing lowest work dependent on the mood of its programmersuperuser replacing the pilot when needed and sending all his collectable data to the company that is worried about our future with the best intentions take a look at this no1picture it may now be real but every buster crabbe sci fi sorry buck rogers ans flash gordon bwseries is showing superior uniforms that look not half as clumsy and sluggish like this shown prosthesis,neutral;;
floating cities sound pretty promising as free land is already scarce the question is who will rescue the cities from violent storms or protect them from armed pirates a floating city will need its own defenses but will that be allowed within the 12 mile territorial limit,neutral;;
it’s awesome but what happens to the humans that used to do these jobs,positive;;
i want to know what problem that quantum computer solved in a few minutes that would take a normal computer 10000 years,neutral;;
ai is the most important one a lot of people think ai is going to somehow mean self awareness consciousness at some point the main implications of ai is that it is self improving the true ramifications of this are not yet known but what is going to happen is that ai is going to overtake humans in a lot of things including research and science it is going to snowball at some point and this is going to change everything about life far more than the industrial era did for example 300 years from now we can have an ai program that has been improving itself for 300 years we lose about 14 million people each year from car accidents and that is just fatalities there are also many more injuries so while i understand people being skeptical about machines driving cars as time goes on it is not even going to be close ai is going to be able to do many many things better than humans at some point these quantum computers are going to make ai they could program an ai to make a better ai of itself an improved version then the 2nd one can make a 3rd one that is better then it etc etc there is really no telling what this is going to do because we are not there yet but it is going to change things very rapidly when it happens,neutral;;
the claim about the quantum computer came and went im not sure who is on top id like to see more of the chinese tech we seem to have very little insight into what they are doing,neutral;;
i can confirm her squirrel facts i raised an orphaned one and it was the sweetest cuddliest pet until it almost grown woke up one morning an she acted like a wild animal biting scratching trying to eat my face off it was a sad day but ive checked wanting a squirrel off my list,negative;;
adore the collection of people you have answering questions they are so intelligent in their respective subject and superbly passionate love learning more,positive;;
i swear to god every can i have this exotic pet question can just be answered with the words do you know what domestication is and how long it takes,negative;;
some dogs will let you brush their teeth shows jack struggling vehemently against having his teeth brushed,neutral;;
declawing cats stop calling it declawing it has nothing to do with the claws as the vet said it is amputating the toes cats have claws if you have a problem with claws dont get a cat,negative;;
thank you for addressing declawing cats and how awful and hurtful it is to the cat,negative;;
i have a cat who was declawed by a previous owner he has so many behavioral issues that are typical of declawed cats he was just at the vet yesterday for litter box issues and the vet brought up the fact that he was declawed declawing inflicts lifelong trauma on the animal,negative;;
this woman was born to be a vet you can just tell shes the 1 of kindergarten girls whos living the dream ,positive;;
exotic animals as pets should be illegal tigers dont belong in farms sugar gliders dont belong in apartments sad to see that this happens still,negative;;
if you decide to brush a cats teeth a fencing mask is highly recommended,positive;;
let us know your tech queries using askgcntech ,neutral;;
i had a recent fall at work and because i trained myself how to fall off a bike safely i only had minor bruising on my butt i did a tuck and roll like when i fall off the bike great advise alex and ollie,positive;;
when i got right hooked a few years ago i only had time to think “this is gonna suck” and then proceeded to roll a ways on the pavement fortunately i came away with ‘only’ bruises and road rash nothing got broken and i think in part it was because i didn’t have a chance to put my hands out also glad i was wearing a helmet,positive;;
i still have my copy of eddie borysewiczs bicycle road racing 1985 in it he discusses practicing tumbling and diving somersaults in a gym to improve your crash response unfortunately i havent practiced that but my last inelegant dismount was at low speed so only some skin lost,neutral;;
askgcntech after two years of running tubes i finally went tubeless a couple of months ago i managed to puncture my tyre the other day sealant didn’t do the trick nor did a couple of slugs even tried a patch inside the tyre the puncture was not on the sidewall and may have been 3mm large given the tire had plenty of life left i am gutted that i may have to discard the tire now when would you come to a decision that a tubeless tire is ko,negative;;
askgcntech riding in a strong crosswind the other day i wondered if a high cadence would give a gyroscope effect and reduce buffeting from the wind presumably from feet and shoes if so can ollie show us the maths please,neutral;;
my last crash 3 yrs ago i was on the ground so fast i had no time to react or prepare for the impact but the scar from my collar bone repair looks pretty cool,positive;;
another problem with filling tires with water is that the first bump you hit will probably cause the tire to blow off the rim water is incompressible unlike air so it has to go somewhere when the tire volume gets changed due to an impact,negative;;
askgcntech as a heavier rider i feel i’m always in the max range of gears either hardest gear on flat’sh roads or my easiest gear when i see any sustained gradients i currently run a compact chain set with a 1230 cassette on the rear would i benefit from upping my chain set to give me more usable gears or would this just make my climbing problem even worse due to the worse range at the rear,negative;;
i bought an old tractor to help clear the land i was building on stick with me i was towing a large log when i felt the back of my leg getting wet no problem on the front of my trousers thank goodness turned out that a large sick had punctured one of the rear tires tyres apparently it was fairly common practice to half fill the rear tyres tires with water to improve traction due to the added weight maybe sealant would be a better idea expensive though love the show guys,positive;;
mkbhds dad what do we gift him hes a tech blogger he has every freaking piece of tech mkbhds mom lets get him a water bottle,neutral;;
000intro 037backpack 14016inch macbook prom1 max 223sd card reader 242airpods max 259airtags 307body cap for canon r5 313webcam 347canon r5 418cables 454power adapter10w 502realme power adapter 533apple watch charger 600pens 611adapter 640wallet 750iphone 13 pro 814pixel 6 pro bye,neutral;;
having shot canon for 20 years i switched the nikon in 2016 love both brands but prefered the nikon ergonomics with the dual command dials rather than the canon methodology of the 4 buttons on the top plate r5 really improved that but i love the isoless nature of the nikon sensors canon is getting better in that regard but still behind nikon and sony,positive;;
hey marques i know these sound insignificant but since you rarely update your little donglesaccessories that you carry around and your apps on your home screens i think it would be interesting to get a little maybe quarterly series where you talk about any changes and what youd like to see changedsimplified with those work flows just an idea,positive;;
mkbhd im a photographer and use the peak edc v2 im impressed you got a 16 into the 20l im sure its a snug fit and doesnt leave alot of room for a ipad too wanted to give you a little tip i found on that bag here goes the main compartment has a pass through to the top zip area where phones airpods etc go you just have to fish a cable through the corner i do this by unzipping the side compartment enough to fish through the cable it makes it so i can leave a pass through usb travel battery charger with folding prongs that means i plug in all my devices when theyre in the zip area laptop phone tablet and airpods and they all get charge from the battery and when i get to the hotel late i just plug one one cable into the wall outlet and i hear all my devices chime in unison that they are now charging neatly in place not only that when theyre done charging the battery starts charging i wake up with everything ready to go hope you enjoy trying this out,positive;;
would love to see an edcdaily tech for everyone else in the studio,positive;;
marquess reaction was genuine here he was excited to know as what will come out of his bag next ,positive;;
i went to check out the opal camera because i need a webcam upgrade and it looked pretty legit i loved everything i saw on the site up until the point of the 4month fee to use their software on a 300 webcam i think ill just get a capture card for my mirrorless or pick up a logi webcam instead other than that nice tech kit also yeah your experience with the pixel 6 mirrors my past experience with pixel phones i got one to try something different to the iphone and i loved it for a few months i tried a few customizations but found that leaving it stock was generally the best experience for me then it started unexpectedly slowing down or apps would wig out and crash on me out of nowhere or the camera just wouldnt or it would reboot in the middle of doing something,positive;;
you are carrying great tech and it makes total sense that you are rellying more and more on apple their ecosystem is really good i am an android user and dont stick to just one brand but my wife is allapple and she really likes how seemless everything is cool stuff marques,positive;;
hey marques can you do an updated “the ecosystem explained” i think a lot of viewers would appreciate a video not only for apple side of the ecosystem but also android seeing as though a lot of new products are coming out in support for easy use for androids love all your videos btw ,positive;;
i can see that exoskeleton helping people with limited mobility in the future its a marvelous piece of tech thanks for giving us a glimpse of things to come,positive;;
the exoskeleton probably wouldn’t be affordable for everyone to use and may have long term effects but i think it would be amazing for rehabilitation and other medical related use,positive;;
ive got that azeron keypad highly recommend it for all kinds of applications where quickness is ideal but especially for gaming highly highly you can even find certain models on amazon usually i ordered mine from the factory for the color scheme and one of the newer designs the one on this video is the original design which im sure is still just as phenomenal but my fingers twitch randomly sometimes so having the buttons above the knuckle could have been a problem,positive;;
the game pad that you highlighted actually is already available i am a right arm amputee and also a big gamer and was considering buying it but it’s over 200 us and you would still need a mouse also i have already become very proficient using a standard controller for gaming already and mostly mostly use an xbox controller for my pc so i decided it wasn’t worth it but it’s still a very good design in my opinion and i would love to see how it feels to use irl just not at that price point lol,positive;;
cyborg game controller looks pretty neat i am from from latvia and that company makes pretty high end gaming gear expensive too,positive;;
200 can you imagine being able to one day look out a window and determine what the weather is like the future truly is here,neutral;;
i will forever appreciate this channel youve helped me and my family a lot your videos advice lessons and funny words are inspirational and helpful to us my husband and i have been able to minimal conscious in spending saving and investing wisely i now earn every week youre such a blessing to this generation we all love you,positive;;
wow imagine having the ability to determine the weather simply by looking out the window what a world we are living in,neutral;;
man to think one day i might be able to own a dehumidifier and a battery wow,positive;;
yes the game pad is incredibly convenient but incredibly expensive so seemingly lower quality production than its competitors that being said i would sure love to have one,positive;;
when someone tells a lie deep down they know this is wrong they have no compassion,negative;;
when you as an employee are fired from a company and the reasons they are giving you are “poor performance or lack of culture fit” trust me when i tell you the real reasons are not disclosed been there done that companies lie hr works for the company and also lies and a corporation hierarchy matters when you lawyer up is when they start taking you a bit more seriously,negative;;
great daily blog you all do a great job picking the most relevant daily headline to cover such a high level discussion in such a short clip i watch or listen every day,positive;;
the market cycle still hasnt met its balance we keep going round in circles while waiting for that huge blow out on a huge support but in the mean time we could always ignore the market ups and downs and stay fully invested big thanks to lily alice for helping me earn over 14 btc by implementing her method and following her guide,positive;;
all the musk haters who said he was doing this for laughs are salty rn,negative;;
thank you for this report well done and very helpful,positive;;
most tech companies let things like this slide all the time…,negative;;
karma hit twitter hard ,negative;;
zoe could be replaced by siri and these videos would be exactly the same,neutral;;0
when it comes to a person journalist slander up and down when it’s a company you say they are allegations,negative;;
fun fact even though the employees get 5000 for an upgrade it usually does not cover the cost of the things linus breaks,neutral;;
“once you spend 5 to 10 grand on magic cards you kinda don’t wanna pay for them anymore” really hits home for me,negative;;
its almost impressive how many ltt employees even with a 5k upgrade have the jankiest setups i have ever seen,positive;;
just a note on the screw driver put some extended bits with it or a smaller precision screw driver in the set with it its very common for some screws to be deep in a hole and having those small bits into hex end wont go in far enough down the hole to extract screw i see this allot on laptops controllers that kinda thing sunk in screws suck,negative;;
at this point i think that the whole point of labs was to fill it with more employees so that we never run out of intel tech upgrades i will buy as many screwdrivers as it takes to pay their salaries plz just give me more intel extreme tech upgrades,neutral;;
ltt extreme tech upgrades will never not be absolutely funny and somewhat informative,positive;;
i think one of the things i love the most about these intel extreme upgrades is linus learning and getting angry at his employees for everything about their lives,positive;;
this episode has me cracking up hard love the rabbit hole that nick has gone down with the keyboard mods respect,positive;;
i love how even linus doesnt want to fit all those hard drives in in a such a jank way im with you linus ill do a lot to make things easier but thats a bit too far xd,positive;;
i love his space its messy full of things that he could throw away if he really went through it all but its a catalog of and container for life as hes living it rather than just a show piece,positive;;
after seeing the macro pad i was checking out their website and loved all their products ive wanted a product like this for when i stream to make it easier and this here is just what i need its a great product and id love it for my setup,positive;;
very surprised with this months list considering how every single item in the list feels like it could go with my setup or just seems super cool to me usually theres one or two items that i dont think id personally find useful but i am 100 adding all these items to my wishlist,positive;;
i absolutely loved the hoto laser measuring tool as an engineering student i am constantly measuring objects and like using various rulers i would love to own one of these hoto laser measuring tools for sure also this months list particularly caught my eye as everything listed seems like something i would want to purchase in the near future,positive;;
so many great products on this list these are all incredibly practical too especially the macropad the abililty to customize literally every aspect of it is killer,positive;;
the hoto laser was a pretty good change of pace loved it feels very complementary to the theme of office gadgets keep em coming ideas specific underdesk drawers and other more “furniture” alike stuff that will make your setup noice,positive;;
timestamps 040 hoto laser measuring tool 240 axis 16 fanlight 423 mechanical pc switch 620 pikatea r26 macropad 845 biometric drawer lock,neutral;;
just discovered your channel and the series going to be watching your older ones today while working that macro pad is really cool that would definitely be something id pick up and use,positive;;
that macropad looks killer been looking for a segue into custom keyboards for a while and that seems like a great place to start looks like it would be incredibly useful for both work and personal applications too which is a huge plus would love to have one in the near future,positive;;
i’ve actually been looking for macro pads recently and you just upload the very thing i needed i love that you can customize it to fit your aesthetic truly a must have for any setup,positive;;
that macropad looks so  love the customisation of it all,positive;;
yooo long time no see just so youre updated ive spent the last week in north carolina and ive filmed no less than 3 big videos that are all dropping this july  for more tech fails,neutral;;
arun this product killed over a hundred people also arun 7 out of 10,negative;;
arun this product destroyed the entirety of earth also arun 6 out of 10 fail,negative;;
man i seriously love this series and the fact that you buy these failed products steps thing up a notch,positive;;
great to see you including a wider variety of stuff in these videos beyond just electronic devices especially the pharmaceutical industry if youre going to include banned medications then the top of the list in your next video should be thalidomide what it did was absolutely tragic it was banned decades ago yet people are still suffering and living with severe disabilities to this day thousands of families destroyed and lives lost too,negative;;
this is such a good video arun the amount of research locations and editing that this video needed is enormous thank you for doing this ,positive;;
